label,topic_tokenized
0, bofa weigh foreclosure deal report 
2, bp keep settlement oil spill trial 
0, bp win delay gulf spill trial 2013 
0, brazil suspend chevron drill right 
2, bristolmyers buy amylin 53 billion 
0, broadcom complete move u singapore 
2, buenaventura open 56 mln gold mine 
0, buy sell ally world deal good deal 
0, calpers settle suit fitch moody sp 
0, canada auto sale edge july ford gm 
0, canada auto sale edge july ford gm 
0, canada rbc bmo move cut prime rate 
2, canon ha fund willingness axis ceo 
2, capital one sell 125 billion stock 
0, caterpillar premarket retail stats 
0, caterpillar profit jump 58 percent 
0, chevron find gas western australia 
0, chevron profit slip refinery shine 
0, chevron warn q3 profit richmond q4 
2, china life warn profit share slide 
0, china sina stepup censorship weibo 
0, china unicom swing small profit q4 
2, chuo spring merge toyotabased unit 
0, cisco emc partnership turn rivalry 
0, citigroup well fargo william blair 
2, citigroup aim ramp u mortgage lend 
0, citigroup shut prop trade unit cfo 
2, cme tighten leash trim pay new ceo 
2, cocacola bottle co post q3 eps 186 
2, coke enterprise profit boost forex 
0, comcast add netflix cable bundle u 
0, comcast add netflix cable bundle u 
0, come announce 12 billion bond sale 
0, concho resource 1stqtr miss street 
2, consortium target biffa dealreport 
0, costco report december sale result 
2, crh pause major deal rest 2018 ceo 
0, delta air line sell 480 mln 2 part 
0, diageo post lowerthanexpected sale 
2, disney move angry bird swampy game 
0, disney move angry bird swampy game 
0, dominion report q4 operate eps 099 
0, domino profit top street sale hold 
0, eads ready dig deep cash executive 
0, ebay quarterly revenue fall 24 pct 
0, ebay open hoppable window new york 
0, edward lifesciences restate result 
0, electric carmaker tesla pay u loan 
0, employee dy fall phillips refinery 
2, enbridge say quake impact pipeline 
2, eni open mozambique gas rich china 
2, eni revive saipem sale plan source 
0, eog see 2ndqtr gain 1896 mln hedge 
2, eu want track cash terrorism probe 
2, eu want track cash terrorism probe 
2, extendicare q2 affo per share 0206 
0, extendicare qtrly revenue 2624 mln 
0, exxon rosneft tie russian arctic u 
2, exxon sell norwayoperated oilfield 
0, facebook head earn pincer movement 
0, facebook ipo lawsuit hear new york 
2, fathom announce partnership airbnb 
0, fcc side bloomberg comcast dispute 
0, fda panel vote wide use amgen drug 
2, fda reject amgen application xgeva 
0, feed meet week capital oneing deal 
2, fedex profit drop le investor fear 
2, fis q3 adjust earn 100shr cont ops 
0, fiserv 2ndqtr profit beat estimate 
2, fitch affirm oracle outlook stable 
2, fitch affirm chubb corporation rat 
2, fitch afrms diageo aoutlook stable 
0, fitch rate baidu propose note aexp 
0, focusrio tinto ready splash copper 
0, ford ready antiminivan under30 set 
0, forduaw contract ratification risk 
0, forduaw contract ratification risk 
0, fortive corp q1 earn per share 074 
0, fortive post q3 earn per share 076 
0, french car sale 21 percent january 
0, fsa halt rb abn amro deal lawmaker 
2, ge healthcare sell product myanmar 
2, ge hold ceo immelt pay steady 2011 
0, general mill view hurt tax expense 
0, glu collaborate disney mobile game 
0, gm isuzu talk capital tieup nikkei 
0, gm appoint ceo mary barra chairman 
0, gm say ha oust global market chief 
0, gold rise debt talk stock slightly 
0, gold rise debt talk stock slightly 
2, goldman top japan table steel deal 
0, goldman dial back risk profit fall 
0, google sell glass public next week 
2, groupon ipo dent market new number 
0, harel partnership buy u house unit 
0, high fare help delta quell oil hit 
0, hkex examine lme warehouse rule ft 
0, hollywood win uk piracy victory bt 
2, honda recall 489 000 crvs u europe 
0, hop oil rout pioneer first eye rig 
0, play activist investor find target 
0, play tax day ahead wealth investor 
2, hp enterprise revenue slip 104 pct 
0, hp inc say accelerate job cut 2016 
2, hp seek buyer mobile patent report 
2, hsbc geico oriel mapfre assistance 
0, icahn back demand ebay spin paypal 
0, icici bank open first branch china 
0, ifr u oct new home sale expect dip 
0, ilfc ha distance fly potential ipo 
0, illinois tool work q3 gaap eps 150 
2, illumina report q2 adj earn 086shr 
0, illumina share 6 percent premarket 
0, google limelight xyz ceo rule sale 
0, indian share end low itc hdfc bank 
0, indian share snap 3day lose streak 
0, indigestion fear cover issuer pile 
0, indigestion fear cover issuer pile 
2, infosys lose another top executive 
0, infosys shift u list nyse euronext 
0, ingersoll profit beat outlook soft 
0, iraq sign deal buy 18 f16 warplane 
0, irene loss already 11 billion come 
2, irene loss already 11 billion come 
2, irene loss already 11 billion come 
0, italian stock factor watch sept 29 
0, japan likely pick f35 fighter week 
0, joe sutter father 747 pass away 95 
0, jpmorgan close become top u lender 
0, judge dismiss part fraud case citi 
0, judge throw toyota bellwether case 
0, kind morgan sell asset el paso buy 
0, kohl accept amazon return 82 store 
2, kraft mondelez stand 2013 forecast 
0, kroger plan coffee kcups spokesman 
0, la vega sand get tro online casino 
0, la vega sand post inline q4 profit 
0, la vega sand q2 swing profit share 
0, la vega sand q2 swing profit share 
0, liberty medium buy share sirius xm 
0, liberty medium stake sirius 46 pct 
0, lme open door potential 15 billion 
0, lme open door potential 15 billion 
2, lowe company layoff 2 400 employee 
0, lowe defend pull ad muslim tv show 
2, lowe effort cut cost spur sale pay 
0, manufacture sector regain momentum 
0, marketplace vice ilk road meet end 
0, mcdonald profit fall u diner lovin 
0, mcgrawhill cme eye index jv source 
0, mega brand reach deal class action 
0, merck settle teva cholesterol drug 
2, mickelson kuchar take aim barclays 
0, microsoft say hack code could leak 
2, microsoft say acquire avere system 
0, microsoft xbox head name zynga ceo 
2, mineral midrange sign new contract 
0, molson coors brew sell 19 bln note 
2, moody afrms g ec baa3 rtg otlk neg 
0, moody correct rat certain hfa bond 
2, moody allstate life global fund ii 
0, morgan stanley state street global 
0, morgan stanley ha pay smartly mufg 
0, nbc news team free syria firefight 
0, netflix share soar surprise profit 
0, netflix combat piracy expand latam 
0, netflix combat piracy expand latam 
0, new infosys ceo set priority april 
2, nextera buy siemens hclass turbine 
2, nike head diversity inclusion step 
0, nikkei slip early trade canon sink 
0, blockbuster fox result disney sale 
0, immediate impact indika rat og buy 
0, nokia complete acquisition comptel 
2, nokia talk buyjuniper network cnbc 
0, nordic stock factor watch march 14 
2, nordic stocksfactors watch sept 17 
0, northrop grumman ceo wes bush step 
0, northrop pull farnborough air show 
2, norway authorize purchase six f35s 
2, novartis ceo see need big takeover 
2, ofcom propose new charge openreach 
2, officialfitch affirm hdfc bank rat 
0, oil drag ecb comment eye eu summit 
0, oil prop tsx 3week win stretch end 
0, old antismoking drug pass new test 
2, oligarch kick bp russian sale talk 
2, oneok report q1 earn per share 064 
0, pbf say delaware city refinery run 
0, peltz decline join ingersoll board 
0, pentagon lockheed see price f35 go 
0, petrobras price multi tranche deal 
2, pfizer price 50 billion debt offer 
0, pg cut forecast focus big business 
0, pg regroup product four sector wsj 
2, postnl revers impairment tnt stake 
2, prologis q2 core ffo per share 084 
0, prudential profit take list charge 
2, qingdao haier acquire ge appliance 
0, qualcomm upbeat 2012 mobile device 
2, rate rig probe escalate uk germany 
0, rbc nixon take pay cut u bank loss 
0, rb hire exsavills ceo property arm 
2, rb advance talk resume dividend ft 
0, rb unveil plan inaugural coco bond 
0, red hat profit beat buy back stock 
2, refileabbvie delist euronext paris 
0, refileuk fsa plan report hbos fail 
0, refileuk fsa plan report hbos fail 
0, regeneron pharma share 28 pct bell 
0, renesas say tie tsmc chip business 
0, republic service sell 850 mln note 
0, rio share 45 percent 14 bln charge 
0, royal bank scotland shut 44 branch 
2, sabmiller seal 102 bln foster beer 
2, safrica woolworth set shop nigeria 
0, salesforce buy mulesoft 59 billion 
2, samsung go htc deal undercut apple 
0, sandy may hurt insurer much barron 
0, santander profit double crisis eas 
0, search new sony rubble great quake 
0, search new sony rubble great quake 
0, sear need kardashians save apparel 
0, servicenow revenue jump 67 percent 
0, shareholder sue illumina roche bid 
2, sinopec eye 50 bln yuan bond issue 
0, siriusxm acquire automatic lab inc 
0, slim show eye bargain telmex buyup 
0, slim show eye bargain telmex buyup 
0, slim show eye bargain telmex buyup 
2, smbc market head expect volatility 
2, starbucks worker chile plan strike 
0, sonoco product sell 500 mln 2 part 
0, sony promote film chief large role 
0, sony say online network chief quit 
0, sony turnaround activist cast call 
0, sony unit sell tokyobased property 
0, sp 500 dip dow gain utx apple late 
0, sp global finalize sale quanthouse 
2, sp global report q4 adjust eps 185 
2, sp put postnl creditwatch positive 
2, sp summary avalonbay community inc 
2, spanish stock factor watch tuesday 
2, special report alzheimer gene test 
2, special report alzheimer gene test 
0, sprint ditch 4g model rim playbook 
0, spx count q4 near half year profit 
0, star war lend force disney revenue 
2, starbucks fire uk seek u tax break 
2, starbucks raise outlook share fall 
2, state street q1 earn per share 121 
0, stryker corp q1 earn per share 116 
2, stryker settle hip implant lawsuit 
2, stryker settle hip implant lawsuit 
0, suntrust profit mortgage woe weigh 
0, rowe price q2 eps 076 include item 
0, rowe report strong earn asset rise 
0, tablesaudi arabia q4 earn estimate 
0, tabletop 20 vehicle sell u october 
0, tabletop 20 vehicle sell u october 
0, talisman deal sinopec seal yearend 
0, td bank gear u expansion buy epoch 
0, td profit gain drive consumer bank 
2, tech energy share lift wall street 
0, telco unit mexico alfa merge axtel 
1, telco unit mexico alfa merge axtel 
2, tesla may launch india summer musk 
0, tesla motor beat expectation share 
0, tesla motor expect first profit q1 
0, ti see strong demand order revenue 
1, tjx open store wade ecommerce year 
0, tmobile line apple samsung lawsuit 
0, tmobile line apple samsung lawsuit 
0, tmobile line apple samsung lawsuit 
0, tmobile line apple samsung lawsuit 
0, tnkbp ask join shareholder suit bp 
2, tnt express expect bid fedexsource 
1, tnt express expect bid fedexsource 
1, total deal speed uk shale gas race 
1, toyota aim quakeproof supply chain 
1, toyota aim quakeproof supply chain 
1, toyota invest u carsharing service 
1, toyota motor merge tokyobased unit 
1, toyota rebound disaster stay track 
0, toyota say export etios india 2012 
0, transcanada file stock shelf 1 bln 
0, triquint avago settle patent claim 
0, trump urge att oust cnn news chief 
2, tsmc unit sell xnitec motech share 
0, tsx dive weak data u debt deadlock 
1, tsx dive 1week low euro zone worry 
2, tsx dive 1week low euro zone worry 
0, tsx ekes gain despite gold selloff 
0, tsx ekes gain despite gold selloff 
0, tsx fall manulife financials weigh 
1, tsx jump u house data gold retreat 
1, tsx jump u house data gold retreat 
1, tsx jump u house data gold retreat 
1, tsx may open low weak chinese data 
2, tsx set fall open hurt weak u data 
0, tsx slide 12week low resource sink 
1, tsx slump euro zone fear intensify 
0, tsx sting weak u job data oil drop 
0, twitter plan cut 300 job bloomberg 
0, two big apartment owner raise rent 
2, two big apartment owner raise rent 
1, uk argo team ebay collection trial 
1, uk firm pay 353 mln ppi misselling 
1, uk firm pay 353 mln ppi misselling 
1, uk ftse steady bat rollsroyce rise 
2, uk prompt gas price dip oversupply 
1, uk pru say could still quit europe 
1, union complain labor board verizon 
1, fedex cap air express delivery wsj 
0, preorders 125 tesla electric truck 
1, u china data drag tsx onemonth low 
1, u arm maker boost earn share surge 
0, u arm maker boost earn share surge 
0, u cash crude mar sell within 3 lls 
