label,topic
0,walgreens  labcorp collaborate to bring patient service centers for laboratory testing to select walgreens stores 
0,medtronic announces ce mark and european launch of corevalve evolut pro transcatheter valve with advanced sealing 
1,cocacola bottling co consolidated  cocacola co and cocacola refreshments usa terminate certain nonbinding loi 
0,intel corp says michelle johnston holthaus to become head of its sales and marketing group effective sept 6  2017 
1,allergan says in connection with internal reorganization  forest laboratories merged with and into allergan sales 
0,qualcomm announces new home hub platforms supporting android things to bring the google assistant into households 
0,cigna increases minimum wage to 16 an hour and further accelerates investments in employees and community health 
0,att says john donovan  ceo of att communications reports open market purchase of 27 997 shares of att on feb 9 
0,lockheed martin awards threeyear contract to ibc advanced alloys to produce a key component of f35 lightning ii 
0,moody no negative rating impact from revision to swap documentation on bayview commercial asset trust 20032 
0,moody assigns aa2 rating to the city of sheboygan falls wi 31 million general obligation promissory notes 
0,moody takes action on 30 million of us scratch and dent rmbs issued by aames mortgage investment trust 20053 
1,costco wholesale trc offered to purchase up to one million shares of costco common stock at 14950 per share 
1,ups says worldwide express freight service now offered in 66 origin and 64 destination countries and territories 
0,merck presents new data examining durable efficacy with investigational cladribine tablets in multiple sclerosis 
0,synchrony financial announces  multiyear renewal of its program to provide consumer financing for tjx companies 
0,merck  co says fda also approves a labeling update for keytruda for treatment of patients with metastatic nsclc 
0,familymart uny holdings unit to split cvs business and subleasing real estate to mitsuuroko group holdings unit 
0,abbvie entered into an underwriting agreement pursuant to which abbvie has agreed to issue notes to underwriters 
0,take two interactive  sony interactive  siea  siee  entered playstation global developer and publisher agreement 
1,prudential financial says on july 17 entered along with unit into 4 bln five year credit agreement  sec filing 
0,nektar therapeutics and eli lilly got notice of early termination of waiting period related to license agreement 
0,clorox  clorox parties  pg parties enters into first extension  amendment of amended and restated jv agreement 
1,gds partners with sdic  china unicom  and china telecom for data center development in upcoming markets in china 
0,alibaba health information technology expects to supply products to alibaba group of not more than rmb23 million 
0,akbank mandates bnp paribas  citi  hsbc  mizuho  mufg and societe generale for issuance of usd denominated bonds 
0,capital one financial says ceo richard fairbank 2017 total compensation was 162 mln versus 169 mln in 2016 
0,abbvie says upadacitinib met all primary and ranked secondary endpoints in phase 3 study in rheumatoid arthritis 
0,american tower says ceo james taiclet fy 2017 total compensation was 131 mln vs 118 mln in 2016 sec filing 
0,moody assigns a2 ratings to america movil  sab de cv proposed japanese yen bonds  first series 2011 
0,moody affirms six classes and places 13 cmbs classes of mlfa 2007canada 23 on review for possible downgrade 
0,tsmc orders machinery from hitachi kokusai  screen semiconductor  tokyo electron  klatencor  applied materials 
0,qualcomm and boehringer ingelheim pharmaceuticals collaborate to add new digital technology to respimat inhaler 
1,ocular and regeneron enter into strategic collaboration to develop sustained release formulation of aflibercept 
0,biogen regulatory applications for nusinersen as a treatment for spinal muscular atrophy accepted by fda  ema 
0,abbvie humira adalimumab receives chmp positive opinion to treat adolescents with hidradenitis suppurativa 
0,honeywell  aereon will collaborate on solutions to leverage honeywell industrial internet of things ecosystem 
0,marriott international says expects to increase size of its portfolio in europe across all segments of industry 
1,verizon no longer expects to be able to achieve an upgrade to prevodafone credit rating in 20182019 timeframe 
0,bd receives fda 510k clearance for molecular test for harmful intestinal bacteria causing infectious diarrhea 
1,honeywell says co  cathay pacific sign contract to deploy honeywell connected aircraft maintenance offering 
